timestamp,open,high,low,close,volume,RSI
2025-12-02 14:12:00,171.67,171.78,170.88,171.78,17.7,
2025-12-02 14:13:00,171.78,173.49,170.88,173.49,797241.7,100.0
2025-12-02 14:14:00,172.98,173.59,172.98,173.58,111643.3,100.0
2025-12-02 14:15:00,173.59,173.59,173.53,173.53,323.0,99.75933438767787
2025-12-02 14:16:00,173.53,173.59,173.32,173.32,18.4,98.6850986568436
2025-12-02 14:17:00,173.31,173.59,173.27,173.42,62.3,98.69231991629303
2025-12-02 14:18:00,173.42,173.42,173.11,173.11,119.3,96.91543578047333
2025-12-02 14:19:00,173.08,173.15,173.04,173.06,14.9,96.61329757075869
2025-12-02 14:20:00,173.06,173.16,173.01,173.01,15.3,96.29001771134337
2025-12-02 14:21:00,173.0,173.0,172.88,172.88,27.5,95.39623691783022
2025-12-02 14:22:00,172.88,172.88,172.82,172.87,85.4,95.32293952810062
2025-12-02 14:23:00,172.85,173.25,172.85,173.25,15.3,95.46551776821015
2025-12-02 14:24:00,173.23,173.28,173.11,173.23,16.0,95.3008501809999
2025-12-02 14:25:00,173.22,173.49,173.2,173.42,15.2,95.38233787550429
2025-12-02 14:26:00,173.43,173.59,173.42,173.59,15.1,95.4582267636115
2025-12-02 14:27:00,173.59,173.67,173.59,173.67,17.6,95.49574177363644
2025-12-02 14:28:00,173.67,173.84,173.67,173.84,40.4,95.57930473382895
2025-12-02 14:29:00,173.84,173.84,172.82,173.53,14.8,92.2195245028389
2025-12-02 14:30:00,173.59,173.62,173.27,173.52,16.2,92.1070477279393
2025-12-02 14:31:00,173.57,173.87,173.57,173.87,19.3,92.45395400044234
2025-12-02 14:32:00,173.74,173.87,172.82,173.28,72.5,85.62226571380631
2025-12-02 14:33:00,173.28,173.58,173.28,173.56,21.7,86.14548597417782
2025-12-02 14:34:00,173.52,173.54,173.31,173.54,16.6,85.90501135443478
2025-12-02 14:35:00,173.6,173.8,172.82,173.8,89902.2,86.43513859129793
2025-12-02 14:36:00,173.86,173.94,172.82,173.94,64130.8,86.72467287137295
2025-12-02 14:37:00,173.94,174.53,173.94,174.42,18590.0,87.69447402415494
2025-12-02 14:38:00,174.44,174.49,174.31,174.49,16.8,87.83405454524338
2025-12-02 14:39:00,174.51,174.53,174.4,174.4,5255.5,86.47590096722932
2025-12-02 14:40:00,174.4,174.53,174.19,174.19,44.4,83.24154688993535
2025-12-02 14:41:00,174.19,174.19,173.99,173.99,19.9,80.1663020285896
2025-12-02 14:42:00,173.99,174.02,173.97,174.01,18.4,80.24489858278248
2025-12-02 14:43:00,174.05,174.53,174.05,174.53,7259.8,82.21795517783436
2025-12-02 14:44:00,174.53,174.53,174.52,174.53,9122.0,82.21795517783437
2025-12-02 14:45:00,174.53,174.71,174.53,174.71,8145.4,82.90345471866493
2025-12-02 14:46:00,174.71,174.89,174.71,174.89,9397.5,83.58493419205901
2025-12-02 14:47:00,174.9,175.34,174.9,175.34,3997.5,85.1758225883425
2025-12-02 14:48:00,175.34,175.49,175.26,175.35,3309.3,85.21012571745989
2025-12-02 14:49:00,175.39,175.49,175.26,175.43,15.8,85.4992132552548
2025-12-02 14:50:00,175.49,175.49,175.11,175.38,32.6,84.38897723871713
2025-12-02 14:51:00,175.37,175.49,174.93,175.04,15.6,77.06104132028055
2025-12-02 14:52:00,175.05,175.15,174.83,174.83,15.5,72.8531058455393
2025-12-02 14:53:00,174.8,175.49,174.52,174.66,3415.0,69.54256308719198
2025-12-02 14:54:00,174.67,175.49,174.52,174.72,58.1,70.05968683387212
2025-12-02 14:55:00,174.74,175.23,174.74,175.23,13.2,74.08705642414816
2025-12-02 14:56:00,175.26,175.37,175.05,175.18,15.0,73.0496055647978
2025-12-02 14:57:00,175.25,175.35,175.14,175.32,14.6,74.1414772895284
2025-12-02 14:58:00,175.32,175.49,175.32,175.49,14.7,75.44253225698534
2025-12-02 14:59:00,175.47,175.49,174.52,175.49,62.7,75.44253225698534
2025-12-02 15:00:00,175.41,175.54,174.52,175.54,56956.9,75.85689013040347
2025-12-02 15:01:00,175.54,175.6,175.54,175.6,7191.6,76.37209871456308
2025-12-02 15:02:00,175.6,175.79,175.56,175.79,72098.6,77.97495201866552
2025-12-02 15:03:00,175.79,176.16,175.59,176.16,192642.6,80.71811119814731
2025-12-02 15:04:00,176.16,177.0,176.12,177.0,889647.4,85.21901529472717
2025-12-02 15:05:00,177.0,177.03,176.94,177.03,64147.9,85.35053733357209
2025-12-02 15:06:00,177.03,177.42,177.03,177.42,19351.4,86.97330865434957
2025-12-02 15:07:00,177.42,177.49,177.42,177.49,8953.3,87.24638682526808
2025-12-02 15:08:00,177.49,177.6,177.49,177.6,2678.1,87.68333052118496
2025-12-02 15:09:00,177.63,177.85,177.63,177.85,2305.2,88.63622917009103
2025-12-02 15:10:00,177.85,177.9,177.85,177.9,833.2,88.82248647185209
2025-12-02 15:11:00,177.91,178.01,177.91,178.01,1163.0,89.24031469682319
2025-12-02 15:12:00,178.01,178.2,177.96,178.2,63261.6,89.93983944049354
2025-12-02 15:13:00,178.2,178.96,177.96,178.96,635903.3,92.14085648534135
2025-12-02 15:14:00,178.96,178.97,178.88,178.88,13447.1,89.91092240507915
2025-12-02 15:15:00,178.88,179.07,178.88,179.0,8789.0,90.2905101095226
2025-12-02 15:16:00,178.97,179.15,178.86,179.15,1361.4,90.75856294479792
2025-12-02 15:17:00,179.15,179.27,179.15,179.27,6765.0,91.12706542570487
2025-12-02 15:18:00,179.28,179.49,179.28,179.44,3381.4,91.63589543688158
2025-12-02 15:19:00,179.46,179.69,179.43,179.69,4937.9,92.33227753027046
2025-12-02 15:20:00,179.69,179.7,179.69,179.7,396.3,92.3596796641658
2025-12-02 15:21:00,179.72,179.78,179.68,179.78,1441.9,92.58788959976431
2025-12-02 15:22:00,179.78,179.91,179.78,179.91,26.3,92.95608240361967
2025-12-02 15:23:00,179.91,180.02,179.84,180.02,8239.3,93.26112120001271
2025-12-02 15:24:00,180.02,180.08,179.99,180.08,14.6,93.42829271246956
2025-12-02 15:25:00,180.09,180.1,179.91,179.91,24.9,86.85403140679679
2025-12-02 15:26:00,179.91,179.91,179.48,179.48,42.7,72.88379528949564
2025-12-02 15:27:00,179.48,179.48,179.25,179.25,15.2,66.70353613690342
2025-12-02 15:28:00,179.25,179.25,178.6,178.6,28799.8,53.02031828882004
2025-12-02 15:29:00,178.6,178.6,178.16,178.35,32761.1,48.8681352835903
2025-12-02 15:30:00,178.26,178.92,178.26,178.92,27.2,57.11452588854897
2025-12-02 15:31:00,178.92,179.56,178.16,179.56,26906.9,64.11294426511465
2025-12-02 15:32:00,179.56,179.8,179.46,179.78,1977.4,66.15741369616448
2025-12-02 15:33:00,179.78,179.78,179.73,179.73,17.1,65.24762712683221
2025-12-02 15:34:00,179.73,179.85,179.64,179.85,17.3,66.44044230247562
2025-12-02 15:35:00,179.85,179.99,179.71,179.9,3723.9,66.94946901689565
2025-12-02 15:36:00,179.95,180.12,179.95,180.12,1221.7,69.16560848960745
2025-12-02 15:37:00,180.12,180.17,180.12,180.17,1690.5,69.6634790294681
2025-12-02 15:38:00,180.17,180.2,180.17,180.2,5489.9,69.97671754149222
2025-12-02 15:39:00,180.2,180.3,180.2,180.3,6693.2,71.04977922390354
2025-12-02 15:40:00,180.3,180.42,180.3,180.42,3733.8,72.3279075063192
2025-12-02 15:41:00,180.42,180.71,180.42,180.71,9995.9,75.17977718708877
2025-12-02 15:42:00,180.72,180.87,180.72,180.87,127740.0,76.61192803690078
2025-12-02 15:43:00,180.87,182.92,180.87,182.92,948065.2,86.97886546158841
2025-12-02 15:44:00,182.92,182.95,182.85,182.85,53951.4,85.58385721803528
2025-12-02 15:45:00,182.95,182.97,182.94,182.97,8089.9,85.9984363741322
2025-12-02 15:46:00,182.97,183.2,182.97,183.13,1036.1,86.55368204923688
2025-12-02 15:47:00,183.16,183.2,183.08,183.2,18.5,86.8003059998137
2025-12-02 15:48:00,183.2,183.28,183.1,183.1,16.8,84.41823455631112
2025-12-02 15:49:00,183.06,183.34,183.06,183.34,17.0,85.4502473071814
2025-12-02 15:50:00,183.34,183.55,183.06,183.55,21.1,86.30496794453224
2025-12-02 15:51:00,183.55,183.79,183.55,183.79,136425.4,87.22837138878931
